机构ID,培训机构名称,所属区,培训项目名称,培训等级
2.00E+14,上海金山区振欣职业技能培训中心,金山,电工[S100004],初级/五级
2.00E+14,上海金山区现代职业技能培训中心,金山,中式烹调师[S300013],初级/五级
2.00E+14,上海金山区现代职业技能培训中心,金山,中式烹调师[S300013],中级/四级
2.00E+14,上海金山区现代职业技能培训中心,金山,中式烹调师[S300013],高级/三级
2.00E+14,上海金山区现代职业技能培训中心,金山,中式烹调师[S300013],技师/二级
2.00E+14,上海金山区现代职业技能培训中心,金山,中式面点师[S300013],初级/五级
2.00E+14,上海金山区现代职业技能培训中心,金山,中式面点师[S300013],中级/四级
2.00E+14,上海金山区现代职业技能培训中心,金山,中式面点师[S300013],高级/三级
2.00E+14,上海金山区现代职业技能培训中心,金山,人工智能训练师[S400054],中级/四级
2.00E+14,上海金山区现代职业技能培训中心,金山,人工智能训练师[S400054],高级/三级
2.00E+14,上海金山区现代职业技能培训中心,金山,保育师[S300011],初级/五级
2.00E+14,上海金山区现代职业技能培训中心,金山,保育师[S300011],中级/四级
2.00E+14,上海金山区现代职业技能培训中心,金山,保育师[S300011],高级/三级
2.00E+14,上海金山区现代职业技能培训中心,金山,农产品食品检验员（农产品质量安全检测员）[S600026],初级/五级
2.00E+14,上海金山区现代职业技能培训中心,金山,农产品食品检验员（农产品质量安全检测员）[S600026],高级/三级
2.00E+14,上海金山区现代职业技能培训中心,金山,农产品食品检验员（农产品质量安全检测员）[S600026],中级/四级
2.00E+14,上海金山区现代职业技能培训中心,金山,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.00E+14,上海金山区现代职业技能培训中心,金山,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.00E+14,上海金山区现代职业技能培训中心,金山,婴幼儿发展引导员（育婴员）[S300011],高级/三级
2.00E+14,上海金山区现代职业技能培训中心,金山,汽车维修工（汽车机械维修工）[S200005],初级/五级
2.00E+14,上海金山区现代职业技能培训中心,金山,汽车维修工（汽车机械维修工）[S200005],中级/四级
2.00E+14,上海金山区现代职业技能培训中心,金山,茶艺师[S300009],初级/五级
2.00E+14,上海金山区现代职业技能培训中心,金山,茶艺师[S300009],中级/四级
2.00E+14,上海金山区现代职业技能培训中心,金山,西式面点师[S300013],初级/五级
2.00E+14,上海金山区现代职业技能培训中心,金山,西式面点师[S300013],中级/四级
2.00E+14,上海金山区现代职业技能培训中心,金山,西式面点师[S300013],高级/三级
2.00E+14,上海金山区现代职业技能培训中心,金山,评茶师[S300009],初级/五级
2.00E+14,上海金山区现代职业技能培训中心,金山,评茶师[S300009],中级/四级
2.00E+14,上海金山区现代职业技能培训中心,金山,评茶师[S300009],高级/三级
2.00E+14,上海香格里职业培训学校,青浦,中式烹调师[S300013],初级/五级
2.00E+14,上海香格里职业培训学校,青浦,中式烹调师[S300013],中级/四级
2.00E+14,上海香格里职业培训学校,青浦,中式面点师[S300013],初级/五级
2.00E+14,上海香格里职业培训学校,青浦,中式面点师[S300013],中级/四级
2.00E+14,上海香格里职业培训学校,青浦,健康照护师（长期照护师）[S500077],初级/五级
2.00E+14,上海香格里职业培训学校,青浦,养老护理员[S300038],高级/三级
2.00E+14,上海香格里职业培训学校,青浦,养老护理员[S300038],中级/四级
2.00E+14,上海香格里职业培训学校,青浦,养老护理员[S300038],初级/五级
2.00E+14,上海香格里职业培训学校,青浦,养老护理员[S300060],初级/五级
2.00E+14,上海香格里职业培训学校,青浦,养老护理员[S300060],中级/四级
2.00E+14,上海香格里职业培训学校,青浦,养老护理员[S300060],高级/三级
2.00E+14,上海香格里职业培训学校,青浦,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.00E+14,上海香格里职业培训学校,青浦,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.00E+14,上海香格里职业培训学校,青浦,婴幼儿发展引导员（育婴员）[S300011],高级/三级
2.00E+14,上海香格里职业培训学校,青浦,家政服务员（家务服务员）[S300039],初级/五级
2.00E+14,上海香格里职业培训学校,青浦,家政服务员（家务服务员）[S300039],中级/四级
2.00E+14,上海香格里职业培训学校,青浦,家政服务员（家务服务员）[S300039],高级/三级
2.00E+14,上海香格里职业培训学校,青浦,家政服务员（母婴护理员）[S300039],初级/五级
2.00E+14,上海香格里职业培训学校,青浦,家政服务员（母婴护理员）[S300039],中级/四级
2.00E+14,上海香格里职业培训学校,青浦,家政服务员（母婴护理员）[S300039],高级/三级
2.00E+14,上海香格里职业培训学校,青浦,网约配送员[S300036],初级/五级
2.00E+14,上海香格里职业培训学校,青浦,网约配送员[S300036],中级/四级
2.00E+14,上海香格里职业培训学校,青浦,茶艺师[S300009],初级/五级
2.00E+14,上海香格里职业培训学校,青浦,茶艺师[S300009],中级/四级
2.00E+14,上海香格里职业培训学校,青浦,茶艺师[S300062],初级/五级
2.00E+14,上海香格里职业培训学校,青浦,评茶师[S300009],初级/五级
2.00E+14,上海香格里职业培训学校,青浦,评茶师[S300009],中级/四级
2.00E+14,上海崇明中华职业进修学校,崇明,中式面点师[S300013],初级/五级
2.00E+14,上海崇明中华职业进修学校,崇明,中式面点师[S300013],中级/四级
2.00E+14,上海崇明中华职业进修学校,崇明,中式面点师[S300013],高级/三级
2.00E+14,上海崇明中华职业进修学校,崇明,中式面点师[S300013],技师/二级
2.00E+14,上海崇明中华职业进修学校,崇明,保育师[S300011],初级/五级
2.00E+14,上海崇明中华职业进修学校,崇明,保育师[S300011],中级/四级
2.00E+14,上海崇明中华职业进修学校,崇明,保育师[S300011],高级/三级
2.00E+14,上海崇明中华职业进修学校,崇明,健康照护师（长期照护师）[S500077],初级/五级
2.00E+14,上海崇明中华职业进修学校,崇明,健康照护师（长期照护师）[S500077],中级/四级
2.00E+14,上海崇明中华职业进修学校,崇明,健康照护师（长期照护师）[S500077],高级/三级
2.00E+14,上海崇明中华职业进修学校,崇明,养老护理员[S300038],高级/三级
2.00E+14,上海崇明中华职业进修学校,崇明,养老护理员[S300038],中级/四级
2.00E+14,上海崇明中华职业进修学校,崇明,养老护理员[S300038],初级/五级
2.00E+14,上海崇明中华职业进修学校,崇明,制冷空调系统安装维修工[S600007],初级/五级
2.00E+14,上海崇明中华职业进修学校,崇明,家政服务员（家务服务员）[S300039],初级/五级
2.00E+14,上海崇明中华职业进修学校,崇明,家政服务员（母婴护理员）[S300039],初级/五级
2.00E+14,上海崇明中华职业进修学校,崇明,电工[S100004],技师/二级
2.00E+14,上海崇明中华职业进修学校,崇明,电工[S100004],高级/三级
2.00E+14,上海崇明中华职业进修学校,崇明,电工[S100004],中级/四级
2.00E+14,上海崇明中华职业进修学校,崇明,电工[S100004],初级/五级
2.00E+14,上海崇明中华职业进修学校,崇明,营养配餐员[S300013],中级/四级
2.00E+14,上海崇明中华职业进修学校,崇明,营养配餐员[S300013],高级/三级
2.00E+14,上海崇明中华职业进修学校,崇明,西式面点师[S300013],初级/五级
2.00E+14,上海崇明中华职业进修学校,崇明,西式面点师[S300013],中级/四级
2.00E+14,上海崇明中华职业进修学校,崇明,西式面点师[S300013],高级/三级
2.00E+14,上海市志丹职业技能培训学校,普陀,供应链管理师[S200020],高级/三级
2.00E+14,上海市志丹职业技能培训学校,普陀,全媒体运营师（创意策划）[S400071],高级/三级
2.00E+14,上海市志丹职业技能培训学校,普陀,全媒体运营师（数据分析）[S400071],高级/三级
2.00E+14,上海市志丹职业技能培训学校,普陀,全媒体运营师（流量运营）[400050],高级/三级
2.00E+14,上海市志丹职业技能培训学校,普陀,全媒体运营师（直播运营）[S300070],高级/三级
2.00E+14,上海市志丹职业技能培训学校,普陀,全媒体运营师（视听运营）[S300070],高级/三级
2.00E+14,上海市志丹职业技能培训学校,普陀,养老护理员[S300038],高级/三级
2.00E+14,上海市志丹职业技能培训学校,普陀,养老护理员[S300038],中级/四级
2.00E+14,上海市志丹职业技能培训学校,普陀,养老护理员[S300038],初级/五级
2.00E+14,上海市志丹职业技能培训学校,普陀,养老护理员[S300060],初级/五级
2.00E+14,上海市志丹职业技能培训学校,普陀,养老护理员[S300060],中级/四级
2.00E+14,上海市志丹职业技能培训学校,普陀,养老护理员[S300060],高级/三级
2.00E+14,上海市志丹职业技能培训学校,普陀,家政服务员（家庭照护员）[S300031],高级/三级
2.00E+14,上海曹杨职业技能培训中心,普陀,中式烹调师[S300013],初级/五级
2.00E+14,上海曹杨职业技能培训中心,普陀,中式烹调师[S300013],中级/四级
2.00E+14,上海曹杨职业技能培训中心,普陀,中式烹调师[S300013],高级/三级
2.00E+14,上海曹杨职业技能培训中心,普陀,中式面点师[S300013],初级/五级
2.00E+14,上海曹杨职业技能培训中心,普陀,中式面点师[S300013],中级/四级
2.00E+14,上海曹杨职业技能培训中心,普陀,中式面点师[S300013],高级/三级
2.00E+14,上海曹杨职业技能培训中心,普陀,保育师[S300011],初级/五级
2.00E+14,上海曹杨职业技能培训中心,普陀,保育师[S300011],中级/四级
2.00E+14,上海曹杨职业技能培训中心,普陀,保育师[S300011],高级/三级
2.00E+14,上海曹杨职业技能培训中心,普陀,汽车维修工（汽车机械维修工）[S200005],初级/五级
2.00E+14,上海曹杨职业技能培训中心,普陀,汽车维修工（汽车机械维修工）[S200005],中级/四级
2.00E+14,上海曹杨职业技能培训中心,普陀,汽车维修工（汽车机械维修工）[S200005],高级/三级
2.00E+14,上海曹杨职业技能培训中心,普陀,汽车维修工（汽车美容装潢工）[S200005],初级/五级
2.00E+14,上海曹杨职业技能培训中心,普陀,汽车维修工（汽车美容装潢工）[S200005],中级/四级
2.00E+14,上海曹杨职业技能培训中心,普陀,汽车维修工（汽车车身整形修复工）[S200005],初级/五级
2.00E+14,上海曹杨职业技能培训中心,普陀,汽车维修工（汽车车身整形修复工）[S200005],中级/四级
2.00E+14,上海曹杨职业技能培训中心,普陀,汽车维修工（汽车车身整形修复工）[S200005],高级/三级
2.00E+14,上海曹杨职业技能培训中心,普陀,汽车维修工（汽车车身整形修复工）[S200005],技师/二级
2.00E+14,上海曹杨职业技能培训中心,普陀,汽车维修工（汽车车身涂装修复工）[S200005],初级/五级
2.00E+14,上海曹杨职业技能培训中心,普陀,汽车维修工（汽车车身涂装修复工）[S200005],中级/四级
2.00E+14,上海曹杨职业技能培训中心,普陀,汽车维修工（汽车车身涂装修复工）[S200005],高级/三级
2.00E+14,上海曹杨职业技能培训中心,普陀,茶艺师[S300009],初级/五级
2.00E+14,上海曹杨职业技能培训中心,普陀,茶艺师[S300009],中级/四级
2.00E+14,上海曹杨职业技能培训中心,普陀,西式烹调师[S600012],初级/五级
2.00E+14,上海曹杨职业技能培训中心,普陀,西式烹调师[S600012],中级/四级
2.00E+14,上海曹杨职业技能培训中心,普陀,西式烹调师[S600012],高级/三级
2.00E+14,上海曹杨职业技能培训中心,普陀,西式面点师[S300013],初级/五级
2.00E+14,上海曹杨职业技能培训中心,普陀,西式面点师[S300013],中级/四级
2.00E+14,上海曹杨职业技能培训中心,普陀,西式面点师[S300013],高级/三级
2.00E+14,上海曹杨职业技能培训中心,普陀,餐厅服务员[S300013],高级/三级
2.00E+14,上海曹杨职业技能培训中心,普陀,餐厅服务员[S300013],中级/四级
2.00E+14,上海曹杨职业技能培训中心,普陀,餐厅服务员[S300013],初级/五级
2.00E+14,上海新世纪职业技能培训中心,普陀,咖啡师[S300042],高级/三级
2.00E+14,上海新世纪职业技能培训中心,普陀,咖啡师[S300042],中级/四级
2.00E+14,上海新世纪职业技能培训中心,普陀,咖啡师[S400042],初级/五级
2.00E+14,上海新世纪职业技能培训中心,普陀,插花花艺师[S600024],中级/四级
2.00E+14,上海新世纪职业技能培训中心,普陀,插花花艺师[S600024],初级/五级
2.00E+14,上海新世纪职业技能培训中心,普陀,物业管理师[S300037],中级/四级
2.00E+14,上海新世纪职业技能培训中心,普陀,电子商务师（网商）[S300030],中级/四级
2.00E+14,上海新世纪职业技能培训中心,普陀,电子商务师（网商）[S300030],高级/三级
2.00E+14,上海新世纪职业技能培训中心,普陀,电工[S100004],中级/四级
2.00E+14,上海新世纪职业技能培训中心,普陀,电工[S100004],初级/五级
2.00E+14,上海新世纪职业技能培训中心,普陀,茶艺师[S300009],初级/五级
2.00E+14,上海新世纪职业技能培训中心,普陀,茶艺师[S300009],中级/四级
2.00E+14,上海新世纪职业技能培训中心,普陀,茶艺师[S300009],高级/三级
2.00E+14,上海新世纪职业技能培训中心,普陀,茶艺师[S300062],初级/五级
2.00E+14,上海新世纪职业技能培训中心,普陀,茶艺师[S300062],中级/四级
2.00E+14,上海新世纪职业技能培训中心,普陀,茶艺师[S300062],高级/三级
2.00E+14,上海新世纪职业技能培训中心,普陀,西式面点师[S300013],初级/五级
2.00E+14,上海新世纪职业技能培训中心,普陀,计算机维修工[S300033],中级/四级
2.00E+14,上海新世纪职业技能培训中心,普陀,评茶师[S300009],初级/五级
2.00E+14,上海新世纪职业技能培训中心,普陀,评茶师[S300009],中级/四级
2.00E+14,上海新世纪职业技能培训中心,普陀,评茶师[S300009],高级/三级
2.00E+14,上海新世纪职业技能培训中心,普陀,评茶师[S300062],初级/五级
2.00E+14,上海新世纪职业技能培训中心,普陀,评茶师[S300062],中级/四级
2.00E+14,上海新世纪职业技能培训中心,普陀,评茶师[S300062],高级/三级
2.00E+14,上海内威职业技能培训学校,普陀,保育师[S300011],初级/五级
2.00E+14,上海内威职业技能培训学校,普陀,保育师[S300011],中级/四级
2.00E+14,上海内威职业技能培训学校,普陀,保育师[S300011],高级/三级
2.00E+14,上海内威职业技能培训学校,普陀,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.00E+14,上海内威职业技能培训学校,普陀,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.00E+14,上海内威职业技能培训学校,普陀,婴幼儿发展引导员（育婴员）[S300011],高级/三级
2.00E+14,上海内威职业技能培训学校,普陀,家政服务员（家务服务员）[S300039],初级/五级
2.00E+14,上海内威职业技能培训学校,普陀,家政服务员（家庭照护员）[S300031],高级/三级
2.00E+14,上海内威职业技能培训学校,普陀,家政服务员（家庭照护员）[S300039],高级/三级
2.00E+14,上海内威职业技能培训学校,普陀,家政服务员（母婴护理员）[S300039],初级/五级
2.00E+14,上海内威职业技能培训学校,普陀,家政服务员（母婴护理员）[S300039],中级/四级
2.00E+14,上海内威职业技能培训学校,普陀,家政服务员（母婴护理员）[S300039],高级/三级
2.00E+14,上海内威职业技能培训学校,普陀,职业培训师[S300015],高级/三级
2.00E+14,上海捷才职业技能培训中心,杨浦,中式烹调师[S300013],初级/五级
2.00E+14,上海捷才职业技能培训中心,杨浦,中式烹调师[S300013],中级/四级
2.00E+14,上海捷才职业技能培训中心,杨浦,中式面点师[S300013],初级/五级
2.00E+14,上海捷才职业技能培训中心,杨浦,中式面点师[S300013],中级/四级
2.00E+14,上海捷才职业技能培训中心,杨浦,保育师[S300011],初级/五级
2.00E+14,上海捷才职业技能培训中心,杨浦,保育师[S300011],中级/四级
2.00E+14,上海捷才职业技能培训中心,杨浦,家政服务员（家务服务员）[S300039],初级/五级
2.00E+14,上海捷才职业技能培训中心,杨浦,插花花艺师[S600024],初级/五级
2.00E+14,上海捷才职业技能培训中心,杨浦,汽车维修工（汽车车身整形修复工）[S200005],初级/五级
2.00E+14,上海捷才职业技能培训中心,杨浦,汽车维修工（汽车车身整形修复工）[S200005],中级/四级
2.00E+14,上海捷才职业技能培训中心,杨浦,茶艺师[S300009],初级/五级
2.00E+14,上海捷才职业技能培训中心,杨浦,茶艺师[S300009],中级/四级
2.00E+14,上海捷才职业技能培训中心,杨浦,茶艺师[S300062],初级/五级
2.00E+14,上海捷才职业技能培训中心,杨浦,茶艺师[S300062],中级/四级
2.00E+14,上海捷才职业技能培训中心,杨浦,西式面点师[S300013],初级/五级
2.00E+14,上海捷才职业技能培训中心,杨浦,西式面点师[S300013],中级/四级
2.00E+14,上海捷才职业技能培训中心,杨浦,调酒师[S300013],初级/五级
2.00E+14,上海捷才职业技能培训中心,杨浦,餐厅服务员[S300013],中级/四级
2.00E+14,上海捷才职业技能培训中心,杨浦,餐厅服务员[S300013],初级/五级
2.00E+14,上海益禾职业技能培训中心,静安,保育师[S300011],初级/五级
2.00E+14,上海益禾职业技能培训中心,静安,保育师[S300011],中级/四级
2.00E+14,上海益禾职业技能培训中心,静安,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.00E+14,上海益禾职业技能培训中心,静安,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.00E+14,上海益禾职业技能培训中心,静安,婴幼儿发展引导员（育婴员）[S300011],高级/三级
2.00E+14,上海益禾职业技能培训中心,静安,机修钳工[S600003],初级/五级
2.00E+14,上海益禾职业技能培训中心,静安,机修钳工[S600003],中级/四级
2.00E+14,上海益禾职业技能培训中心,静安,汽车维修工（汽车机械维修工）[S200005],初级/五级
2.00E+14,上海益禾职业技能培训中心,静安,汽车维修工（汽车机械维修工）[S200005],中级/四级
2.00E+14,上海益禾职业技能培训中心,静安,汽车维修工（汽车机械维修工）[S200005],高级/三级
2.00E+14,上海益禾职业技能培训中心,静安,汽车维修工（汽车机械维修工）[S200005],技师/二级
2.00E+14,上海益禾职业技能培训中心,静安,汽车维修工（汽车机械维修工）[S200005],高级技师/一级
2.00E+14,上海益禾职业技能培训中心,静安,电子商务师（网商）[S300030],中级/四级
2.00E+14,上海益禾职业技能培训中心,静安,电子商务师（网商）[S300030],高级/三级
2.00E+14,上海益禾职业技能培训中心,静安,电工[S100004],技师/二级
2.00E+14,上海益禾职业技能培训中心,静安,电工[S100004],高级/三级
2.00E+14,上海益禾职业技能培训中心,静安,电工[S100004],中级/四级
2.00E+14,上海益禾职业技能培训中心,静安,电工[S100004],初级/五级
2.00E+14,上海益禾职业技能培训中心,静安,网络与信息安全管理员（互联网信息审核员）[S100017],中级/四级
2.00E+14,上海益禾职业技能培训中心,静安,网络与信息安全管理员（互联网信息审核员）[S100017],高级/三级
2.00E+14,上海益禾职业技能培训中心,静安,网络与信息安全管理员（信息安全管理员）[S100017],中级/四级
2.00E+14,上海益禾职业技能培训中心,静安,网络与信息安全管理员（信息安全管理员）[S100017],高级/三级
2.00E+14,上海益禾职业技能培训中心,静安,网络与信息安全管理员（网络安全管理员）[S100017],中级/四级
2.00E+14,上海益禾职业技能培训中心,静安,网络与信息安全管理员（网络安全管理员）[S100017],高级/三级
2.00E+14,上海益禾职业技能培训中心,静安,计算机软件测试员[S300032],技师/二级
2.00E+14,上海益禾职业技能培训中心,静安,计算机软件测试员[S300032],高级/三级
2.00E+14,上海益禾职业技能培训中心,静安,铣工（数控铣工）[S100001],中级/四级
2.00E+14,上海中亚饮食服务培训中心,静安,中式烹调师[S300013],初级/五级
2.00E+14,上海中亚饮食服务培训中心,静安,中式烹调师[S300013],中级/四级
2.00E+14,上海中亚饮食服务培训中心,静安,中式烹调师[S300013],高级/三级
2.00E+14,上海中亚饮食服务培训中心,静安,中式烹调师[S300013],技师/二级
2.00E+14,上海中亚饮食服务培训中心,静安,中式烹调师[S300013],高级技师/一级
2.00E+14,上海中亚饮食服务培训中心,静安,中式面点师[S300013],初级/五级
2.00E+14,上海中亚饮食服务培训中心,静安,中式面点师[S300013],中级/四级
2.00E+14,上海中亚饮食服务培训中心,静安,人工智能训练师[S300040],中级/四级
2.00E+14,上海中亚饮食服务培训中心,静安,人工智能训练师[S300040],高级/三级
2.00E+14,上海中亚饮食服务培训中心,静安,人工智能训练师[S400054],高级/三级
2.00E+14,上海中亚饮食服务培训中心,静安,供应链管理师[S300031],高级/三级
2.00E+14,上海中亚饮食服务培训中心,静安,职业培训师[200002],高级/三级
2.00E+14,上海中亚饮食服务培训中心,静安,茶艺师[S300009],初级/五级
2.00E+14,上海中亚饮食服务培训中心,静安,茶艺师[S300009],中级/四级
2.00E+14,上海中亚饮食服务培训中心,静安,茶艺师[S300062],初级/五级
2.00E+14,上海中亚饮食服务培训中心,静安,茶艺师[S300062],中级/四级
2.00E+14,上海中亚饮食服务培训中心,静安,营养配餐员[S300013],中级/四级
2.00E+14,上海中亚饮食服务培训中心,静安,营养配餐员[S300013],高级/三级
2.00E+14,上海中亚饮食服务培训中心,静安,西式面点师[S300013],初级/五级
2.00E+14,上海中亚饮食服务培训中心,静安,西式面点师[S300013],中级/四级
2.00E+14,上海中亚饮食服务培训中心,静安,评茶师[S300009],初级/五级
2.00E+14,上海中亚饮食服务培训中心,静安,评茶师[S300062],初级/五级
2.00E+14,上海中亚饮食服务培训中心,静安,食品安全管理师[S300093],初级/五级
2.00E+14,上海中亚饮食服务培训中心,静安,食品安全管理师[S300093],中级/四级
2.00E+14,上海中亚饮食服务培训中心,静安,食品安全管理师[S300093],高级/三级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,互联网营销师（直播销售员）[S300066],初级/五级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,互联网营销师（直播销售员）[S300066],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,互联网营销师（直播销售员）[S500023],初级/五级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,互联网营销师（直播销售员）[S500023],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,互联网营销师（视频创推员）[S300066],初级/五级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,互联网营销师（视频创推员）[S300066],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,人工智能数据标注[S200057],专项职业能力
2.00E+14,上海市宝山博智未来职业技术学校,宝山,人工智能模型运用[S200057],专项职业能力
2.00E+14,上海市宝山博智未来职业技术学校,宝山,人工智能训练师[S300040],初级/五级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,人工智能训练师[S300040],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,人工智能训练师[S400054],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,人工智能训练师[S400054],高级/三级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,人工智能训练师[S500053],高级/三级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（创意策划）[S400071],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（创意策划）[S400071],高级/三级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（数据分析）[S400071],高级/三级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（流量运营）[S300070],高级/三级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（流量运营）[S400071],高级/三级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（直播运营）[S300070],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（直播运营）[S300070],高级/三级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（直播运营）[S400071],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（直播运营）[S400071],高级/三级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（视听运营）[S300070],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（视听运营）[S300070],高级/三级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（视听运营）[S400071],高级/三级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,全媒体运营师（视听运营）[S400071],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,汽车维修工（汽车机械维修工）[S200005],初级/五级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,汽车维修工（汽车机械维修工）[S200005],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,汽车维修工（汽车机械维修工）[S200005],高级/三级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,汽车维修工（汽车美容装潢工）[S200005],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,网络与信息安全管理员（网络安全管理员）[S100017],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,网络与信息安全管理员（网络安全管理员）[S300073],中级/四级
2.00E+14,上海市宝山博智未来职业技术学校,宝山,网络与信息安全管理员（网络安全管理员）[S400054],中级/四级
2.00E+14,上海市东亚进修学院,杨浦,电子商务师（网商）[S300030],中级/四级
2.00E+14,上海市东亚进修学院,杨浦,电子商务师（网商）[S300030],高级/三级
2.00E+14,上海美都职业技能培训学校,静安,劳动关系协调师[S300016],中级/四级
2.00E+14,上海美都职业技能培训学校,静安,劳动关系协调师[S300016],高级/三级
2.00E+14,上海美都职业技能培训学校,静安,劳动关系协调师[S300016],技师/二级
2.00E+14,上海技高职业技能培训中心,杨浦,中央空调系统运行操作员[S600007],初级/五级
2.00E+14,上海技高职业技能培训中心,杨浦,中央空调系统运行操作员[S600007],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,中央空调系统运行操作员[S600007],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,互联网营销师（直播销售员）[S300066],初级/五级
2.00E+14,上海技高职业技能培训中心,杨浦,互联网营销师（直播销售员）[S300066],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,互联网营销师（直播销售员）[S300066],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,互联网营销师（直播销售员）[S500023],初级/五级
2.00E+14,上海技高职业技能培训中心,杨浦,互联网营销师（直播销售员）[S500023],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,互联网营销师（直播销售员）[S500023],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,人工智能训练师[S300040],初级/五级
2.00E+14,上海技高职业技能培训中心,杨浦,人工智能训练师[S300040],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,人工智能训练师[S300040],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,人工智能训练师[S400054],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,人工智能训练师[S400054],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,人工智能训练师[S500053],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,人工智能训练师[S500053],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,农产品食品检验员（农产品质量安全检测员）[S600026],初级/五级
2.00E+14,上海技高职业技能培训中心,杨浦,农产品食品检验员（农产品质量安全检测员）[S600026],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,农产品食品检验员（农产品质量安全检测员）[S600026],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,制冷空调系统安装维修工[S600007],初级/五级
2.00E+14,上海技高职业技能培训中心,杨浦,制冷空调系统安装维修工[S600007],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,制冷空调系统安装维修工[S600007],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,制冷空调系统安装维修工[S600007],技师/二级
2.00E+14,上海技高职业技能培训中心,杨浦,制冷空调系统安装维修工[S600007],高级技师/一级
2.00E+14,上海技高职业技能培训中心,杨浦,工业机器人系统操作员[S200018],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,工业机器人系统操作员[S200018],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,电子商务师（网商）[S300030],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,电子商务师（网商）[S300030],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,电子商务师（网商）[S300031],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,电子商务师（网商）[S300031],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,电子商务师（网商）[S300069],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,电子商务师（网商）[S300069],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,电工[S100004],高级/三级
2.00E+14,上海技高职业技能培训中心,杨浦,电工[S100004],中级/四级
2.00E+14,上海技高职业技能培训中心,杨浦,电工[S100004],初级/五级
2.00E+14,上海技高职业技能培训中心,杨浦,计算机维修工[S300033],中级/四级
